title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,doesthedog_id
Rosalie,rosalie,Rosalie,"drama, romance",Stéphanie Di Giusto,2024,115,7000000,308326,16.9,6.6,45,6.9,749,French,995746,tt26342863,
Banel & Adama,banel  adama,Banel e Adama,drama,Ramata-Toulaye Sy,2023,87,1750000,164602,3.5,6.7,12,6.4,616,Fula,995806,tt26256406,
Nightsiren,nightsiren,Svetlonoc,"mystery, drama, horror",Tereza Nvotová,2022,110,1720000,94914,3.6,5.5,23,6.0,936,Slovak,997660,tt10334222,
Back to Black,back to black,Back to Black,"music, history, drama",Sam Taylor-Johnson,2024,122,30000000,50890837,40.1,6.7,440,6.3,22549,English,998846,tt21261712,
The Goldsmith,the goldsmith,L'Orafo,"horror, thriller",Vincenzo Ricchiuto,2022,89,250000,63830,16.1,5.9,61,5.0,561,Italian,999278,tt15307448,
Babes,babes,Babes,comedy,Pamela Adlon,2024,104,3700000,3663309,21.1,6.1,47,6.3,5126,English,999582,tt21276958,
Hounds,hounds,Les Meutes,"crime, thriller, drama",Kamal Lazraq,2023,94,2000000,160478,6.4,5.5,22,6.3,531,French,1000130,tt25750836,
Princes of the Desert,princes of the desert,"Zodi et Téhu, frères du désert","adventure, family, comedy",Eric Barbier,2023,105,11000000,1678897,7.5,7.0,18,6.1,254,French,1000521,tt20192062,
Jeff Panacloc : À la poursuite de Jean-Marc,jeff panacloc  à la poursuite de jeanmarc,Jeff Panacloc : À la poursuite de Jean-Marc,comedy,Pierre-François Martin-Laval,2023,90,9800000,652968,3.5,5.3,29,4.9,171,French,1000597,tt24053750,
Open Season,open season,Chasse gardée,comedy,"Antonin Fourlon, Frédéric Forestier",2023,101,9827000,14990406,31.6,6.1,90,5.7,823,French,1001026,tt9115752,
Monsieur Aznavour,monsieur aznavour,Monsieur Aznavour,"history, music","Mehdi Idir, Grand Corps Malade",2024,134,28000000,12617254,16.1,7.3,161,7.4,944,French,1002155,tt26743414,
Son of a Rich 2,son of a rich 2,Холоп 2,comedy,Klim Shipenko,2024,119,8300000,42665291,9.5,6.6,50,5.7,879,Russian,1004096,tt20721318,
"Luxembourg, Luxembourg",luxembourg luxembourg,"Люксембург, Люксембург","drama, comedy",Antonio Lukich,2023,106,750000,904000,2.8,7.8,45,7.9,4331,Ukrainian,1005141,tt19783714,
Talk to Me,talk to me,Talk to Me,horror,"Michael Philippou, Danny Philippou",2023,95,4500000,92000000,68.3,7.2,2972,7.1,171135,English,1008042,tt10638522,
The Blackening,the blackening,The Blackening,"horror, comedy",Tim Story,2023,97,5000000,16000000,75.4,6.1,281,6.0,21054,English,1008392,tt11703244,
The Bikeriders,the bikeriders,The Bikeriders,"crime, drama",Jeff Nichols,2023,116,40000000,35971858,77.4,6.8,680,6.7,54117,English,1008409,tt21454134,
Left Behind: Rise of the Antichrist,left behind rise of the antichrist,Left Behind: Rise of the Antichrist,"science fiction, action, thriller, fantasy",Kevin Sorbo,2023,115,10000000,3649422,13.8,4.9,19,4.5,2305,English,1008903,tt16174868,
The Strangers: Chapter 1,the strangers chapter 1,The Strangers: Chapter 1,"horror, thriller",Renny Harlin,2024,92,8500000,47803285,57.6,5.9,396,4.6,20223,English,1010600,tt22050754,
Kung Fu Panda 4,kung fu panda 4,Kung Fu Panda 4,"animation, family, fantasy, action",Mike Mitchell,2024,94,80000000,548040835,269.9,7.1,2714,6.3,60478,English,1011985,tt21692408,
HAIKYU!! The Dumpster Battle,haikyu the dumpster battle,劇場版ハイキュー!! ゴミ捨て場の決戦,"animation, drama",Susumu Mitsunaka,2024,85,5000000,100255784,69.2,7.5,148,7.8,4848,Japanese,1012201,tt30476486,
BlackBerry,blackberry,BlackBerry,comedy,Matt Johnson,2023,120,5000000,2600000,17.9,7.2,564,7.4,52168,English,1016084,tt21867434,
Beautiful Disaster,beautiful disaster,Beautiful Disaster,"romance, drama, comedy",Roger Kumble,2023,96,25000000,6850036,44.3,6.7,773,5.3,14554,English,1016121,tt2316548,
MR-9: Do or Die,mr9 do or die,মাসুদ রানা: ধ্বংস পাহাড়,"action, drama, thriller",Asif Akbar,2023,107,6700000,7100000,64.2,6.5,156,3.6,1234,Bangla,1016346,tt9044418,
Semmelweis,semmelweis,Semmelweis,"history, drama",Lajos Koltai,2023,127,5500000,1645196,2.5,7.3,11,6.9,3107,Hungarian,1016683,tt20672356,
The Front Room,the front room,The Front Room,horror,"Sam Eggers, Max Eggers",2024,95,3500000,3165361,11.2,4.9,36,4.6,3089,English,1016848,tt21905744,
Operation Seawolf,operation seawolf,Operation Seawolf,"war, thriller, action, adventure",Steven Luke,2022,86,15000,23000,25.5,5.8,107,3.4,993,English,1018494,tt13429928,
Letters to Santa 5,letters to santa 5,Listy do M. 5,"comedy, romance",Łukasz Jaworski,2022,117,119,7328061,4.1,5.1,10,5.3,393,Polish,1019354,tt21847254,
Hundreds of Beavers,hundreds of beavers,Hundreds of Beavers,"comedy, adventure, action",Mike Cheslik,2024,108,150000,752885,16.0,7.6,93,7.7,7172,English,1019939,tt12818328,
Priscilla,priscilla,Priscilla,"drama, romance",Sofia Coppola,2023,113,20000000,30140906,69.4,6.8,769,6.5,43241,English,1020006,tt22041854,
Inside Out 2,inside out 2,Inside Out 2,"animation, adventure, comedy, drama, family",Kelsey Mann,2024,97,200000000,1698451580,740.2,7.6,4935,7.6,183339,English,1022789,tt22022452,
Wish,wish,Wish,"animation, family, fantasy, adventure","Chris Buck, Fawn Veerasunthorn",2023,95,175000000,254997360,255.7,6.3,1462,5.6,43999,English,1022796,tt11304740,
MaXXXine,maxxxine,MaXXXine,"horror, mystery, thriller",Ti West,2024,104,1000000,22057077,80.9,6.4,811,6.3,56241,English,1023922,tt22048412,
Kishkindha Kaandam,kishkindha kaandam,കിഷ്കിന്ധാ കാണ്ഡം,"thriller, mystery, drama",Dinjith Ayyathan,2024,125,830000,8920490,9.0,7.5,15,8.1,6758,Malayalam,1025125,tt15980138,
Freud's Last Session,freuds last session,Freud's Last Session,drama,Matt Brown,2023,109,10000000,1697993,25.3,6.5,89,6.1,5434,English,1025491,tt20420628,
There's Still Tomorrow,theres still tomorrow,C'è ancora domani,"drama, comedy, war",Paola Cortellesi,2023,118,9000000,49245771,21.5,8.1,1235,7.7,13112,Italian,1026227,tt21800162,
Miller's Girl,millers girl,Miller's Girl,"thriller, comedy, drama",Jade Halley Bartlett,2024,93,4000000,1430985,93.1,6.5,659,5.2,20443,English,1026436,tt8310486,
Abang Adik,abang adik,富都青年,"drama, crime",Jin Ong,2023,115,653000,1363827,9.3,7.6,31,7.2,1676,Chinese,1027982,tt27445004,
Azrael,azrael,Azrael,"action, horror, thriller",E.L. Katz,2024,86,12000000,631272,496.0,6.0,142,5.4,7364,English,1029235,tt22173666,
Strange Darling,strange darling,Strange Darling,"crime, horror, thriller",JT Mollner,2024,97,4000000,3504687,163.1,7.0,260,7.1,32104,English,1029281,tt22375054,
Kinds of Kindness,kinds of kindness,Kinds of Kindness,"drama, comedy",Yorgos Lanthimos,2024,164,15000000,16398509,103.2,6.6,783,6.5,48383,English,1029955,tt22408160,
Mirciulica,mirciulica,Mirciulică,comedy,Cristian Ilișuan,2022,90,300000,1802922,1.6,6.3,20,6.0,2794,Romanian,1030908,tt21745356,
The Blind,the blind,The Blind,drama,Andrew Hyatt,2023,110,30000000,17265487,11.4,7.0,23,6.2,2299,English,1032194,tt16374352,
Bunker,bunker,Bunker,"horror, thriller, war",Adrian Langley,2023,109,2500000,101045,13.1,7.1,30,4.0,2742,English,1032666,tt8010064,
Trap,trap,Trap,"thriller, crime",M. Night Shyamalan,2024,105,30000000,82677281,185.0,6.4,1703,5.9,111532,English,1032823,tt26753003,
Terrifier 3,terrifier 3,Terrifier 3,"horror, thriller",Damien Leone,2024,125,2000000,89012340,922.7,6.8,1201,6.4,36751,English,1034541,tt27911000,
Detective Knight: Independence,detective knight independence,Detective Knight: Independence,"action, crime, thriller",Edward Drake,2023,92,2000000,36171,16.3,5.4,169,3.4,1663,English,1035806,tt22394702,
Snack Shack,snack shack,Snack Shack,comedy,Adam Rehmeier,2024,112,3000000,455708,45.2,7.1,116,7.0,8756,English,1037113,tt22004344,
"Ruby Gillman, Teenage Kraken",ruby gillman teenage kraken,"Ruby Gillman, Teenage Kraken","animation, family, fantasy, comedy",Kirk DeMicco,2023,91,70000000,46247409,56.8,7.3,968,5.7,12049,English,1040148,tt27155038,
Slotherhouse,slotherhouse,Slotherhouse,"horror, comedy, thriller",Matthew Goodhue,2023,93,350000,123000,13.5,4.4,90,4.6,4858,English,1040892,tt15422224,
Immaculate,immaculate,Immaculate,"horror, mystery, thriller",Michael Mohan,2024,89,9000000,28454578,73.6,6.3,1239,5.8,46989,English,1041613,tt23137390,
Daaaaaalí!,daaaaaalí,Daaaaaalí !,"comedy, fantasy",Quentin Dupieux,2024,77,6700000,3829263,12.6,6.2,210,6.6,2878,French,1045770,tt23476446,
Prancer: A Christmas Tale,prancer a christmas tale,Prancer: A Christmas Tale,"family, fantasy",Phil Hawkins,2022,105,7000000,18600000,19.6,6.9,27,6.1,571,English,1047431,tt14668196,
Fremont,fremont,Fremont,"comedy, drama",Babak Jalali,2023,92,3000000,600376,13.0,6.5,64,6.9,3307,English,1048522,tt8591526,
Thelma,thelma,Thelma,"action, comedy, adventure",Josh Margolin,2024,98,5000000,12272915,91.2,7.0,172,7.0,15252,English,1051891,tt23778968,
Anatar,anatar,Anatar,"comedy, science fiction, fantasy, adventure, action, romance","Alan Smithee, Lorenzo Zanoni",2023,88,1,3608,6.5,3.6,20,2.1,154,Italian,1052025,tt17351870,
A Thousand Days,a thousand days,Sewu Dino,"horror, mystery, thriller",Kimo Stamboel,2023,121,1230065,4512749,7.9,6.9,23,6.0,2593,Indonesian,1052865,tt23136186,
"20,000 Species of Bees",20000 species of bees,20.000 especies de abejas,drama,Estibaliz Urresola Solaguren,2023,129,2000000,1193593,16.1,7.1,91,7.0,4107,Spanish,1053600,tt21113962,
American Fiction,american fiction,American Fiction,"comedy, drama",Cord Jefferson,2023,117,16000000,22483370,23.5,7.3,980,7.5,102529,English,1056360,tt23561236,
Sight,sight,Sight,"drama, history",Andrew Hyatt,2024,103,6000000,7206741,12.2,6.0,23,6.6,1522,English,1057006,tt12873300,
Hell Torture,hell torture,Siksa Neraka,"horror, thriller",Anggy Umbara,2023,98,307516,2407886,8.8,6.7,16,4.4,907,Indonesian,1058063,tt27657534,
Carousel,carousel,Karusell,horror,Simon Sandquist,2023,93,2250000,633385,13.4,6.0,57,4.7,1450,Swedish,1058078,tt24017902,
Radical,radical,Radical,drama,Christopher Zalla,2023,126,10000000,21761164,37.5,8.4,416,7.8,5874,Spanish,1058694,tt14570440,
Afraid,afraid,Afraid,"horror, science fiction, thriller",Chris Weitz,2024,84,12000000,12977758,93.5,6.2,264,5.2,9840,English,1062215,tt24577462,
SPY x FAMILY CODE: White,spy x family code white,劇場版 SPY×FAMILY CODE: White,"animation, comedy, adventure, action",Takashi Katagiri,2023,110,5000000,59256423,99.1,7.0,455,7.3,5212,Japanese,1062807,tt26684398,
Invalid,invalid,Invalid,"comedy, drama",Jonáš Karásek,2023,108,1087475,1704030,4.3,6.7,10,7.2,1085,Slovak,1063197,tt26693652,
Subservience,subservience,Subservience,"science fiction, thriller, horror",SK Dale,2024,105,4400000,262793,379.9,6.7,360,5.3,10994,English,1064028,tt24871974,
Anora,anora,Anora,"comedy, drama, romance",Sean Baker,2024,139,6000000,25467529,197.4,7.3,344,8.1,24612,English,1064213,tt28607951,
Hi Nanna,hi nanna,హాయ్ నాన్న,"drama, family, romance",Shouryuv,2023,155,7819000,9184966,12.0,7.7,39,8.2,18649,Telugu,1068452,tt25433734,
Thanksgiving,thanksgiving,Thanksgiving,"horror, mystery, thriller",Eli Roth,2023,106,15000000,46553280,73.4,6.6,1207,6.2,66137,English,1071215,tt1448754,
Restore Point,restore point,Bod obnovy,"science fiction, crime, thriller",Robert Hloz,2023,114,2000000,821731,12.2,6.0,51,6.2,2335,Czech,1071815,tt9362492,
The Successor,the successor,Le Successeur,"drama, thriller",Xavier Legrand,2023,112,112,1006815,19.2,6.4,50,6.8,1175,French,1072269,tt26597953,
Night Swim,night swim,Night Swim,horror,Bryce McGuire,2024,98,15000000,54768317,40.0,5.6,605,4.7,25597,English,1072342,tt9682428,
Anyone But You,anyone but you,Anyone But You,"romance, comedy",Will Gluck,2023,103,25000000,214891370,93.7,7.0,2207,6.1,130141,English,1072790,tt26047818,
A Moroccan Affair,a moroccan affair,Ocho apellidos marroquís,"comedy, family",Álvaro Fernández Armero,2023,97,5500000,10950000,18.0,6.0,81,4.9,1077,Spanish,1074049,tt21114104,
It Ends with Us,it ends with us,It Ends with Us,"romance, drama",Justin Baldoni,2024,131,25000000,350018266,182.0,7.2,1104,6.5,53415,English,1079091,tt10655524,
Winnie-the-Pooh: Blood and Honey 2,winniethepooh blood and honey 2,Winnie-the-Pooh: Blood and Honey 2,"horror, thriller",Rhys Frake-Waterfield,2024,93,415000,7582541,158.3,6.2,279,4.7,10108,English,1079485,tt23330554,
The Count of Monte-Cristo,the count of montecristo,Le Comte de Monte-Cristo,"action, adventure, drama, history, romance, thriller","Alexandre de La Patellière, Matthieu Delaporte",2024,178,46700000,74885636,399.3,8.2,944,7.7,17461,French,1084736,tt26446278,
The Soul Eater,the soul eater,Le Mangeur d'âmes,"thriller, horror, crime, mystery","Julien Maury, Alexandre Bustillo",2024,111,3500000,864825,445.8,6.2,84,5.8,1530,French,1084863,tt28821588,
The Watchers,the watchers,The Watchers,"horror, mystery, thriller",Ishana Night Shyamalan,2024,102,30000000,51147812,68.4,6.5,1041,5.7,46406,English,1086747,tt26736843,
Goodrich,goodrich,Goodrich,"comedy, drama",Hallie Meyers-Shyer,2024,111,5000000,1320429,28.0,5.7,20,6.3,2208,English,1088096,tt10171472,
Journey to Bethlehem,journey to bethlehem,Journey to Bethlehem,"family, drama",Adam Anders,2023,99,6000000,7778330,23.8,7.8,59,6.4,2839,English,1092329,tt13848804,
Vettaiyan,vettaiyan,வேட்டையன்,"action, crime, drama",T. J. Gnanavel,2024,161,35500000,30745762,12.1,6.1,14,7.1,37264,Tamil,1093966,tt26936666,
Summer Camp,summer camp,Summer Camp,comedy,Castille Landon,2024,96,10000000,2402245,129.3,5.2,12,4.4,995,English,1094009,tt26928684,
Y2K,y2k,Y2K,"comedy, horror, science fiction",Kyle Mooney,2024,91,15000000,2113923,136.4,5.3,10,5.2,1739,English,1094274,tt27218960,
The Duel,the duel,The Duel,"comedy, drama","Luke Spencer Roberts, Justin Matthews",2024,99,800000,7400000,23.6,6.3,14,4.4,617,English,1094605,tt26546715,
50 km/h,50 kmh,50 km all'ora,comedy,Fabio De Luigi,2024,110,3750000,2448552,6.6,6.8,81,6.0,503,Italian,1096804,tt27395353,
In Broad Daylight,in broad daylight,白日之下,drama,Lawrence Kan,2023,106,650000,2000000,8.5,7.5,19,7.4,799,Cantonese,1099217,tt27881515,
We Live in Time,we live in time,We Live in Time,"romance, drama",John Crowley,2024,108,20000000,31818409,402.3,7.6,191,7.0,17911,English,1100099,tt27131358,
Smile 2,smile 2,Smile 2,"horror, mystery",Parker Finn,2024,127,28000000,138038364,970.1,6.6,888,6.8,60453,English,1100782,tt29268110,
Juror #2,juror 2,Juror #2,"crime, drama",Clint Eastwood,2024,114,30000000,18791698,574.2,7.0,579,7.1,16134,English,1106739,tt27403986,
Lost in the Stars,lost in the stars,消失的她,"mystery, crime, thriller","Xiang Liu, Rui Cui",2023,122,9500000,334039200,18.1,6.4,74,6.5,2756,Chinese,1108211,tt17507018,
The Shift,the shift,The Shift,science fiction,Brock Heasley,2023,113,6500000,12238643,10.1,6.5,49,5.5,5476,English,1108658,tt19406606,
Parthenope,parthenope,Parthenope,drama,Paolo Sorrentino,2024,137,32000000,7405999,25.7,7.1,267,6.9,2424,Italian,1109255,tt23853982,
Abigail,abigail,Abigail,"horror, thriller","Matt Bettinelli-Olpin, Tyler Gillett",2024,109,28000000,42789989,109.5,6.8,1228,6.6,81136,English,1111873,tt27489557,
Stree 2,stree 2,स्त्री 2: सरकटे का आतंक,"horror, comedy",Amar Kaushik,2024,143,12000000,100000000,40.9,6.8,40,7.0,36639,Hindi,1112426,tt27510174,
Speak No Evil,speak no evil,Speak No Evil,"horror, thriller",James Watkins,2024,110,15000000,76743256,187.3,7.3,1020,6.8,65103,English,1114513,tt27534307,
Unsung Hero,unsung hero,Unsung Hero,"drama, music, family","Joel Smallbone, Richard Ramsey",2024,113,6000000,21220422,24.3,6.7,39,7.0,4225,English,1115009,tt23638614,
The Last Kumite,the last kumite,The Last Kumite,action,Ross W. Clarkson,2024,105,1303000,65000000,67.9,6.8,98,4.7,2148,English,1115623,tt17351056,
The Kerala Story,the kerala story,The Kerala Story,drama,Sudipto Sen,2023,138,2400000,36000000,7.6,4.2,20,6.9,73880,Hindi,1117411,tt24268454,
Grave Torture,grave torture,Siksa Kubur,"drama, horror, thriller",Joko Anwar,2024,117,314445,3698851,48.1,6.5,43,6.3,2281,Indonesian,1119527,tt27004148,
Saturday Night,saturday night,Saturday Night,"comedy, drama, history",Jason Reitman,2024,109,25000000,9768328,77.2,6.9,97,7.1,12013,English,1120911,tt27657135,
Imaginary,imaginary,Imaginary,"horror, mystery, thriller",Jeff Wadlow,2024,104,13000000,43787034,57.3,6.1,502,4.7,15700,English,1125311,tt26658104,
13 Bombs,13 bombs,13 Bom di Jakarta,"action, crime, thriller",Angga Dwimas Sasongko,2023,143,4722030,953672,5.8,7.1,17,6.6,1603,Indonesian,1126128,tt27490380,
The Greatest of All Time,the greatest of all time,த கிரேட்டஸ்ட் ஆஃப் ஆல் டைம்,"action, drama, thriller",Venkat Prabhu,2024,183,36000000,47700000,14.5,4.9,14,5.8,20425,Tamil,1129608,tt27487934,
Raayan,raayan,ராயன்,"action, drama, thriller",Dhanush,2024,143,11900000,15000000,10.2,6.5,13,6.5,9841,Tamil,1136418,tt26233598,
Heretic,heretic,Heretic,"horror, thriller","Bryan Woods, Scott Beck",2024,111,10000000,31907891,200.8,7.1,146,7.2,23112,English,1138194,tt28015403,
The Courier,the courier,El correo,"thriller, crime",Daniel Calparsoro,2024,102,5400000,1751343,45.6,6.5,108,6.0,3947,Spanish,1148713,tt27050277,
Premalu,premalu,പ്രേമലു,"romance, comedy",Girish A D,2024,155,380000,9000000,7.6,7.8,32,7.8,16554,Malayalam,1149791,tt28288786,
A Little Something Extra,a little something extra,Un p'tit truc en plus,comedy,Artus,2024,89,6400000,84040275,26.1,7.2,567,7.0,3528,French,1152014,tt30795948,
Elyas,elyas,Elyas,"action, thriller",Florent-Emilio Siri,2024,99,12460000,1359330,118.7,6.2,43,6.0,613,French,1154215,tt28336131,
Sing Sing,sing sing,Sing Sing,drama,Greg Kwedar,2024,107,2000000,2748034,17.9,7.1,33,7.8,4976,English,1155828,tt28479262,
Kill,kill,किल,"action, crime, thriller, drama",Nikhil Nagesh Bhat,2024,105,4800000,5600000,150.0,7.2,268,7.6,33309,Hindi,1160018,tt28259207,
TAYLOR SWIFT | THE ERAS TOUR,taylor swift  the eras tour,TAYLOR SWIFT | THE ERAS TOUR,music,Sam Wrench,2023,169,15000000,261656269,58.0,8.3,409,8.0,23358,English,1160164,tt28814949,
After Death,after death,After Death,"documentary, drama","Stephen Gray, Chris Radtke",2023,106,40000000,11537680,9.7,7.2,44,6.3,1800,English,1162322,tt21191906,
12th Fail,12th fail,12th Fail,drama,Vidhu Vinod Chopra,2023,146,2400000,8300000,23.0,8.1,128,8.8,136018,Hindi,1163258,tt23849204,
Neru,neru,നേര്,"drama, thriller",Jeethu Joseph,2023,152,1805100,10247900,5.8,7.2,27,7.5,8303,Malayalam,1164370,tt28358950,
Bramayugam,bramayugam,ഭ്രമയുഗം,"horror, thriller, drama",Rahul Sadasivan,2024,140,3300000,10000000,9.5,7.5,40,7.8,12384,Malayalam,1166133,tt27431598,
Weekend in Taipei,weekend in taipei,Weekend in Taipei,"action, adventure, thriller",George Huang,2024,101,30000000,2826064,287.9,6.1,59,5.7,1774,English,1167271,tt28142896,
Dancing Village: The Curse Begins,dancing village the curse begins,Badarawuhi di Desa Penari,"horror, mystery, thriller",Kimo Stamboel,2024,122,1259208,3710622,15.3,6.1,17,5.7,3947,Indonesian,1176166,tt28763074,
The Apprentice,the apprentice,The Apprentice,"drama, history",Ali Abbasi,2024,122,16000000,12013393,63.5,6.9,260,7.1,25086,English,1182047,tt8368368,
The Wild Robot,the wild robot,The Wild Robot,"animation, action, science fiction, family",Chris Sanders,2024,102,78000000,321836235,1147.2,8.4,3366,8.3,93319,English,1184918,tt29623480,
